,reaction_id,description,EC_number,reaction_elemental_balance,new_reaction_enter_db,reaction_equation,reaction,reaction_formula,old_database_dG0prime (kcal/mol),old_database_reaction_type,old_database_elemental_balance,Jankowski_drG0_prime(kcal/mol)_pH7_I0_1M,Jankowski_SE(dGr)(kcal/mol),Jankowski_Reason,pH_7.0_dG0_prime (kJ/mol),pH_7.0_dG0_prime (kcal/mol),pH_7.0_dG0_std (kJ/mol),pH_7.0_dG0_std (kcal/mol),pH_7.0_sqrt_Sigma (kJ/mol),dG_cannot_estimate_by_component_contribution,pH_7.0_dG_prime_lo (kJ/mol),pH_7.0_dG_prime_up (kJ/mol),rxntype_curated,rxntype_from_dG,reaction_type,lower_bound (mmol/gDW h),upper_bound (mmol/gDW h),specific_activity,reversed_specific_activity
3146,R05071,(S)-2-Acetolactate methylmutase,1.1.1.86;5.4.99.3,All balanced,1,(S)-2-Acetolactate <=> 3-Hydroxy-3-methyl-2-oxobutanoic ac,C06010 <=> C04181,C5H8O4 <=> C5H8O4,0.0,1.0,All balanced,2.46,0.183,0,0.000295171,7.0547640026e-05,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,3.593490965322081,3.593490965322081
3147,R05072,Thiosulfate:dithioerythritol sulfurtransferase,2.8.1.5,All balanced,1,"Thiosulfate + Dithioerythritol + H+ <=> Sulfite + Hydrogen sulfide + 4,5-cis-Dihydroxy-1,2-dithiacyclohexane",C00320 + C00950 + C00080 <=> C00094 + C00283 + C06484,HS2O3 + C4H10O2S2 + H <=> H2SO3 + H2S + C4H8O2S2,1000000.0,1.0,COPNS balanced. H (1.0),Not calculated,Not calculated,Involves unknown structures,-42.94909412,-10.2650911892447,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,788.9999999999997,788.9999999999997
3148,R05074,CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase,2.4.99.13,All balanced,1,3-Deoxy-D-manno-octulosonyl-lipid IV(A) + CMP-3-deoxy-D-manno-octulosonate <=> Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A) + CMP,C06024 + C04121 <=> C06025 + C00055,C76H142N2O30P2 + C17H26N3O15P <=> C84H154N2O37P2 + C9H14N3O8P,1000000.0,1.0,All balanced,-4.35,1.46788,0,-240.6245885,-57.510720399031,70710.7562484,16900.27635,70710.6782,1,0.0,0.0,,1,1,-1000,1000,20.39,
3149,R05076,"(2R,3S)-2-methylmalyl-CoA hydro-lyase (2-methylfumaryl-CoA-forming)",4.2.1.148,All balanced,1,L-erythro-3-Methylmalyl-CoA <=> 2-Methylfumaryl-CoA + H2O,C06027 <=> C06028 + C00001,C26H42N7O20P3S <=> C26H40N7O19P3S + H2O,-3.1,1.0,All balanced,0.053,0.8965,0,-3.218017098,-0.769125394524588,1.879801051056,0.449283234,1.879798975,0,-31.75647664,25.32044244,,1,1,-1000,1000,468.8283267892414,254.6144292292933
3150,R05077,R05077,,COPNS balanced. H (2.0),1,Parapyruvate + Ammonia <=> 4-Hydroxy-4-methylglutamate + H2O,C06033 + C00014 <=> C06034 + C00001,C6H8O6 + NH3 <=> C6H11NO5 + H2O,1000000.0,1.0,COPNS balanced. H (2.0),Not calculated,Not calculated,Charge imbalanced,34.87938044,8.33638120144264,1.792118879328,0.428326692,1.792116899,0,12.04861281,97.66399142,,2,2,-1000,0,,
3151,R05078,R05078,4.2.1.-,All balanced,1,Parapyruvate <=> 4-Methylene-2-oxoglutarate + H2O,C06033 <=> C06035 + C00001,C6H8O6 <=> C6H6O5 + H2O,8.5,1.0,All balanced,2.363,0.822643,0,3.172607596,0.758272251089576,1.887402705432,0.451100073,1.887400621,0,-25.36585194,31.71106714,,1,1,-1000,1000,4.483180017731192,
3152,R05079,R05079,,COPNS balanced. H (4.0),1,4-Methylene-2-oxoglutarate + Ammonia <=> 4-Methyl-L-glutamate + H2O,C06035 + C00014 <=> C06234 + C00001,C6H6O5 + NH3 <=> C6H11NO4 + H2O,1000000.0,1.0,COPNS balanced. H (4.0),Not calculated,Not calculated,Charge imbalanced,39.70911275,9.4907162019265,2.7135976336,0.6485654,2.713594638,0,16.87834512,102.4937237,,2,2,-1000,0,,
3153,R05083,UDP-glucose:4-hydroxyphenylethanol 1-O-beta-D-glucosyltransferase,2.4.1.-,All balanced,1,4-Hydroxyphenylethanol + UDP-glucose <=> Salidroside + UDP,C06044 + C00029 <=> C06046 + C00015,C8H10O2 + C15H24N2O17P2 <=> C14H20O7 + C9H14N2O12P2,-23.0,1.0,All balanced,3.113,0.692797,0,-18.9328866,-4.5250734947196,2.162934372848,0.516953722,2.162931986,0,-76.00980567,38.14403248,,1,1,-1000,1000,1.021954472728897,
3154,R05085,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,2.6.1.52,All balanced,1,O-Phospho-4-hydroxy-L-threonine + 2-Oxoglutarate <=> 2-Oxo-3-hydroxy-4-phosphobutanoate + L-Glutamate,C06055 + C00026 <=> C06054 + C00025,C4H10NO7P + C5H6O5 <=> C4H7O8P + C5H9NO4,-0.9,1.0,All balanced,0,2,0,-9.631900299,-2.30208196286279,1.840437782408,0.439875187,1.84043575,0,-66.70881938,47.44501878,,1,1,-1000,1000,7.489352315455118,0.2847524361937387
3155,R05086,O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water),4.2.3.1,All balanced,1,O-Phospho-4-hydroxy-L-threonine + H2O <=> 4-Hydroxy-L-threonine + Orthophosphate,C06055 + C00001 <=> C06056 + C00009,C4H10NO7P + H2O <=> C4H9NO4 + H3PO4,-13.1,0.0,All balanced,-2.317,0.735634,0,-13.97809608,-3.34084883169648,1.230025240192,0.293983088,1.230023881,0,-76.76270707,8.852671551,,1,1,-1000,1000,4.103804796726344,0.02782927926899557
3156,R05087,R05087,4.1.1.-,All balanced,1,"4-Hydroxy-L-threonine <=> 3-Aminopropane-1,2-diol + CO2",C06056 <=> C06057 + C00011,C4H9NO4 <=> C3H9NO2 + CO2,-19.8,0.0,All balanced,-3.09,0.5417,0,-21.01370318,-5.02240114223908,3.105482730224,0.742228186,3.105479303,0,-83.79831417,1.817064452,,1,1,-1000,1000,1.455622895145211,
3157,R05092,ent-Copalyl-diphosphate diphosphate-lyase,4.2.3.19,All balanced,1,ent-Copalyl diphosphate <=> ent-Kaurene + Diphosphate,C06089 <=> C06090 + C00013,C20H36O7P2 <=> C20H32 + H4P2O7,1000000.0,1.0,All balanced,Not calculated,Not calculated,Involves groups with unknown energies,-42.85219119,-10.2419308075571,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.02304007827623305,0.02304007827623305
3158,R05097,"(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase",1.14.11.12,All balanced,1,Gibberellin A53 + 2-Oxoglutarate + Oxygen <=> Gibberellin A44 diacid + Succinate + CO2,C06094 + C00026 + C00007 <=> C06095 + C00042 + C00011,C20H28O5 + C5H6O5 + O2 <=> C20H28O6 + C4H6O4 + CO2,-439.8,0.0,All balanced,-106.47,0.775471,0,-0.042949855,-0.01026527304413,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.9715301129832323,7.957497649642689e-79
3159,R05098,R05098,,All balanced,1,6-Hydroxyhexan-6-olide <=> Adipate semialdehyde,C03241 <=> C06102,C6H10O3 <=> C6H10O3,-93.4,0.0,All balanced,Not calculated,Not calculated,Charge imbalanced,-86.41784124,-20.6543825634074,3.898360780192,0.931730588,3.898356475,0,-114.9563008,-57.8793817,,0,0,0,1000,,
3160,R05099,6-oxohexanoate:NADP+ oxidoreductase,1.2.1.4;1.2.1.63,All balanced,1,Adipate semialdehyde + NADP+ + H2O <=> Adipate + NADPH + H+,C06102 + C00006 + C00001 <=> C06104 + C00005 + C00080,C6H10O3 + C21H29N7O17P3 + H2O <=> C6H10O4 + C21H30N7O17P3 + H,-48.1,0.0,COPNS balanced. H (1.0),-9.803,1.17612,0,-37.24139151,-8.90091601923906,1.13711183,0.27177625,1.137110573,0,-94.31831059,19.83552757,,1,1,-1000,1000,0.5360951987328513,1.25032007223879e-07
3161,R05100,"cyclohexane-1,2-dione acylhydrolase (decyclizing)",3.7.1.11,All balanced,1,"Adipate semialdehyde <=> Cyclohexane-1,2-dione + H2O",C06102 <=> C06105 + C00001,C6H10O3 <=> C6H8O2 + H2O,76.0,2.0,All balanced,14.843,1.32787,0,-2.458138715,-0.58750990171729,5.311013335968,1.269362652,5.311007472,0,-30.99659825,26.08032082,,1,1,-1000,1000,0.677,159376811.6107863
3162,R05119,R05119,,All balanced,1,3-Butyn-1-al + NAD+ + H2O <=> 3-Butynoate + NADH + H+,C06145 + C00003 + C00001 <=> C06144 + C00004 + C00080,C4H4O + C21H28N7O14P2 + H2O <=> C4H4O2 + C21H29N7O14P2 + H,1000000.0,1.0,COPNS balanced. H (1.0),-9.803,1.17612,0,-36.99788156,-8.84271568012936,1.116524119096,0.266855669,1.116522886,0,-94.07480064,20.07903752,,1,1,-1000,1000,,
3163,R05120,R05120,,All balanced,1,3-Butyn-1-al + PQQ + H2O <=> 3-Butynoate + PQQH2,C06145 + C00113 + C00001 <=> C06144 + C01359,C4H4O + C14H6N2O8 + H2O <=> C4H4O2 + C14H8N2O8,1000000.0,1.0,All balanced,-53.523,4.46619,0,-96.90997971,-23.1620666105683,5.6558462648,1.3517797,5.655840022,0,-153.9868988,-39.83306063,,0,0,0,1000,2.019956151657456,
3164,R05121,R05121,,All balanced,1,3-Butyn-1-al + PQQH2 <=> 3-Butyn-1-ol + PQQ,C06145 + C01359 <=> C06146 + C00113,C4H4O + C14H8N2O8 <=> C4H6O + C14H6N2O8,1000000.0,1.0,All balanced,38.5,4.43222,0,36.79159397,8.79341170839382,5.369419448832,1.283322048,5.369413521,0,-20.2853251,93.86851305,,1,1,-1000,1000,,
3165,R05122,R05122,,All balanced,1,"2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine + 2 S-Adenosyl-L-methionine <=> 6-(3'-Triphosphoryl-1'-methylglyceryl)-7-methyl-7,8-dihydrobiopterin + 2 S-Adenosyl-L-homocysteine + H2O",C06148 + 2 C00019 <=> C06149 + 2 C00021 + C00001,C9H18N5O14P3 + 2 C15H22N6O5S <=> C11H20N5O13P3 + 2 C14H20N6O5S + H2O,1000000.0,1.0,All balanced,-48.837,4.87247,0,-86.69740021,-20.7211988345913,200000.22109288,47801.20007,200000.0003,1,0.0,0.0,,1,1,-1000,1000,,
3166,R05123,S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase,2.1.1.128,All balanced,1,S-Adenosyl-L-methionine + (S)-Norcoclaurine <=> S-Adenosyl-L-homocysteine + (S)-Coclaurine,C00019 + C06160 <=> C00021 + C06161,C15H22N6O5S + C16H17NO3 <=> C14H20N6O5S + C17H19NO3,1000000.0,1.0,All balanced,-4.36,2.22091,0,-8.945613376,-2.13805527054426,100000.11048368,23900.60002,100000.0001,1,0.0,0.0,,1,1,-1000,1000,0.0,0
3167,R05124,codeine:NADP+ oxidoreductase,1.1.1.247,All balanced,1,Codeine + NADP+ <=> Codeinone + NADPH + H+,C06174 + C00006 <=> C06171 + C00005 + C00080,C18H21NO3 + C21H29N7O17P3 <=> C18H19NO3 + C21H30N7O17P3 + H,1000000.0,1.0,All balanced,0.75,1.13993,0,-44.88409029,-10.7275668838517,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,2.275448787378458,8.074733685162544
3168,R05125,R05125,,All balanced,1,Codeinone <=> Neopinone,C06171 <=> C06172,C18H19NO3 <=> C18H19NO3,1000000.0,1.0,All balanced,Not calculated,Not calculated,Involves groups with unknown energies,-0.407629712,-0.097425946946272,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
3169,R05126,"thebaine,2-oxoglutarate:oxygen oxidoreductase (6-O-demethylating)",1.14.11.31,All balanced,1,Thebaine + 2-Oxoglutarate + Oxygen <=> Neopinone + Formaldehyde + Succinate + CO2,C06173 + C00026 + C00007 <=> C06172 + C00067 + C00042 + C00011,C19H21NO3 + C5H6O5 + O2 <=> C18H19NO3 + CH2O + C4H6O4 + CO2,1000000.0,1.0,All balanced,Not calculated,Not calculated,Atoms imbalanced|H imbalanced,-0.433093877,-0.103512035166262,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.9740126155576638,0.9740126155576638
3170,R05127,"thebaine,2-oxoglutarate:oxygen oxidoreductase (3-O-demethylating)",1.14.11.32,All balanced,1,Thebaine + 2-Oxoglutarate + Oxygen <=> Oripavine + Formaldehyde + Succinate + CO2,C06173 + C00026 + C00007 <=> C06175 + C00067 + C00042 + C00011,C19H21NO3 + C5H6O5 + O2 <=> C18H19NO3 + CH2O + C4H6O4 + CO2,1000000.0,1.0,All balanced,Not calculated,Not calculated,Atoms imbalanced|H imbalanced,-0.044230437,-0.010571339825622,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.9740126155576638,0.9740126155576638
3171,R05128,R05128,,All balanced,1,Anabasine + CO2 <=> Piperideine + Nicotinate,C06180 + C00011 <=> C06181 + C00253,C10H14N2 + CO2 <=> C5H9N + C6H5NO2,1000000.0,1.0,All balanced,9.42,1.34798,0,71.86620307,17.1764537309484,5.709017921704,1.364488031,5.70901162,0,14.78928399,128.9431222,,2,2,-1000,0,,
3172,R05129,R05129,,All balanced,1,Piperideine + Acetoacetyl-CoA + H2O <=> Pelletierine + CoA + CO2,C06181 + C00332 + C00001 <=> C06182 + C00010 + C00011,C5H9N + C25H40N7O18P3S + H2O <=> C8H15NO + C21H36N7O16P3S + CO2,1000000.0,1.0,All balanced,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced,-95.93514339,-22.9290748810703,5.497774878688,1.313999732,5.497768808,0,-187.2582139,-44.56591622,,0,0,0,1000,,
3173,R05130,R05130,,All balanced,1,Piperideine + Pelletierine <=> L-(+)-Anaferine,C06181 + C06182 <=> C06183,C5H9N + C8H15NO <=> C13H24N2O,1000000.0,1.0,All balanced,-6.07,1.23155,0,-66.98722837,-16.0103495038002,4.270879563376,1.020764714,4.270874847,0,-89.817996,-4.202617378,,0,0,0,1000,,
3174,R05133,Arbutin 6-phosphate glucohydrolase,3.2.1.86,All balanced,1,Arbutin 6-phosphate + H2O <=> Hydroquinone + beta-D-Glucose 6-phosphate,C06187 + C00001 <=> C00530 + C01172,C12H17O10P + H2O <=> C6H6O2 + C6H13O9P,3.8,1.0,All balanced,-3.113,0.692797,0,38.78222823,9.26918524033938,2.716232499232,0.649195148,2.7162295,0,-24.00238275,61.61299586,,1,1,-1000,1000,29.5996819420414,17.71907820623864
3175,R05134,Salicin 6-phosphate glucohydrolase,3.2.1.86,All balanced,1,Salicin 6-phosphate + H2O <=> Salicyl alcohol + beta-D-Glucose 6-phosphate,C06188 + C00001 <=> C02323 + C01172,C13H19O10P + H2O <=> C7H8O2 + C6H13O9P,3.7,1.0,All balanced,-3.113,0.692797,0,38.77044754,9.26636958474524,2.716232499232,0.649195148,2.7162295,0,-24.01416345,61.60121517,,1,1,-1000,1000,29.5996819420414,17.54008699598265
3176,R05135,"2',3'-Cyclic GMP 3'-nucleotidohydrolase",3.1.4.16,All balanced,1,"2',3'-Cyclic GMP + H2O <=> Guanosine 3'-phosphate",C06194 + C00001 <=> C06193,C10H12N5O7P + H2O <=> C10H14N5O8P,-40.8,0.0,All balanced,-7.733,2.15281,0,-33.96996794,-8.11902615746764,2.92522617364,0.699145835,2.925222943,0,-62.50842748,-5.431508405,,0,0,0,1000,4.110906071595965,5.451617330442784e-06
3177,R05136,(3E)-4-(2-hydroxyphenyl)-2-oxobut-3-enoate hydro-lyase,4.1.2.45,All balanced,1,Salicylaldehyde + Pyruvate <=> trans-o-Hydroxybenzylidenepyruvate + H2O,C06202 + C00022 <=> C06203 + C00001,C7H6O2 + C3H4O3 <=> C10H8O4 + H2O,-5.2,1.0,All balanced,Not calculated,Not calculated,Atoms imbalanced|H imbalanced,-9.911051284,-2.3688007231837,2.08350122908,0.497968745,2.083498928,0,-32.74181892,52.8735597,,1,1,-1000,1000,7.466263991499703,0.1373184210904128
3178,R05137,2-hydroxy-2H-chromene-2-carboxylate---(3E)-4-(2-hydroxyphenyl)-2-oxobut-3-enoate isomerase,5.99.1.4,All balanced,1,trans-o-Hydroxybenzylidenepyruvate <=> 2-Hydroxychromene-2-carboxylate,C06203 <=> C06204,C10H8O4 <=> C10H8O4,76.5,2.0,All balanced,-10.98,1.88595,0,-71.88043601,-17.1798554890061,4.55173215748,1.087890095,4.551727132,0,-100.4188955,-43.34197647,,0,0,0,1000,0.326718823668164,2.874440044689293e-11
3179,R05138,R05138,3.7.1.-,All balanced,1,"2-Hydroxy-2,4-pentadienoate + Acetate <=> 2-Hydroxy-6-keto-2,4-heptadienoate + H2O",C00596 + C00033 <=> C06210 + C00001,C5H6O3 + C2H4O2 <=> C7H8O4 + H2O,53.7,2.0,All balanced,13.463,0.870511,0,62.65675893,14.9753413248236,1.407410259,0.336379125,1.407408706,0,39.8259913,125.4413699,,2,2,-1000,0,1.140497301324317,
3180,R05141,"1,4-beta-D-Glucan glucohydrolase",3.2.1.74,All balanced,1,Celloheptaose + H2O <=> Cellohexaose + D-Glucose,C06216 + C00001 <=> C06217 + C00031,C42H72O36 + H2O <=> C36H62O31 + C6H12O6,-14.0,0.0,All balanced,-3.113,0.692797,0,-13.38762361,-3.19972236853166,1.769493941168,0.422919202,1.769491987,0,-76.1722346,9.443144023,,1,1,-1000,1000,1.700503456694799,0.00833103178707131
3181,R05142,"1,4-beta-D-Glucan glucohydrolase",3.2.1.74,All balanced,1,Cellohexaose + H2O <=> Cellopentaose + D-Glucose,C06217 + C00001 <=> C06218 + C00031,C36H62O31 + H2O <=> C30H52O26 + C6H12O6,-14.0,0.0,All balanced,-3.113,0.692797,0,-13.38762422,-3.19972251432532,1.769493941168,0.422919202,1.769491987,0,-76.1722352,9.443143414,,1,1,-1000,1000,1.700503456694799,0.00833103178707131
3182,R05147,galactitol-1-phosphate:NAD+ oxidoreductase,1.1.1.251,All balanced,1,Galactitol 1-phosphate + NAD+ <=> L-Tagatose 6-phosphate + NADH + H+,C06311 + C00003 <=> C06312 + C00004 + C00080,C6H15O9P + C21H28N7O14P2 <=> C6H13O9P + C21H29N7O14P2 + H,13.2,1.0,All balanced,2.01,1.70129,0,14.23104939,3.40130619050634,1.171321778816,0.279952624,1.171320485,0,-42.84586968,71.30796847,,1,1,-1000,1000,,
3183,R05148,"benzene-1,4-dicarboxylate, NADH:oxygen oxidoreductase (1,2-hydroxylating)",1.14.12.15,All balanced,1,"Terephthalate + Oxygen + NADH + H+ <=> (3S,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate + NAD+",C06337 + C00007 + C00004 + C00080 <=> C06318 + C00003,C8H6O4 + O2 + C21H29N7O14P2 + H <=> C8H8O6 + C21H28N7O14P2,-264.2,0.0,COPNS balanced. H (1.0),-70.4597,1.99926,0,-396.982601,-94.881223534606,6.936606810328,1.657888817,6.936599151,0,-448.3518281,-305.6595304,,0,0,0,1000,2.8,7.145815131204241e-57
3184,R05149,"S-Adenosyl-L-methionine:1-precorrin-6Y C5,15-methyltransferase (C-12-decarboxylating)",2.1.1.132,All balanced,1,2 S-Adenosyl-L-methionine + Precorrin 6Y <=> 2 S-Adenosyl-L-homocysteine + Precorrin 8X + CO2,2 C00019 + C06319 <=> 2 C00021 + C06408 + C00011,2 C15H22N6O5S + C44H56N4O16 <=> 2 C14H20N6O5S + C45H60N4O14 + CO2,1000000.0,3.0,All balanced,Not calculated,Not calculated,Involves compounds with unlabeded atoms,-89.90933453,-21.4888704086772,200000.22105104,47801.20006,200000.0003,1,0.0,0.0,,1,1,-1000,1000,0.005700000000000001,0.005700000000000001
3185,R05150,precorrin-6Y:NADP+ oxidoreductase,1.3.1.54,All balanced,1,Precorrin 6Y + NADP+ <=> Precorrin 6X + NADPH + H+,C06319 + C00006 <=> C06320 + C00005 + C00080,C44H56N4O16 + C21H29N7O17P3 <=> C44H54N4O16 + C21H30N7O17P3 + H,1000000.0,1.0,All balanced,Not calculated,Not calculated,Involves compounds with unlabeded atoms,-41.19289131,-9.84534818043786,7.611936267304,1.819296431,7.611927862,0,-98.26981039,15.88402777,,1,1,-1000,1000,0.127,7.618000329554729e-09
3186,R05153,"6-Chlorobenzene-1,2,4-triol:oxygen 7S,8S-oxidoreductase",,All balanced,1,"6-Chlorobenzene-1,2,4-triol + Oxygen <=> 2-Chloromaleylacetate",C06328 + C00007 <=> C06329,C6H5ClO3 + O2 <=> C6H5ClO5,1000000.0,1.0,All balanced,-103.72,1.60457,0,-295.6024492,-70.6507589734952,100000.1106092,23900.60005,100000.0002,1,0.0,0.0,,1,1,-1000,1000,,
3187,R05154,"quinolin-4(1H)-one,NADH:oxygen oxidoreductase (3-oxygenating)",1.14.13.62,All balanced,1,"4-Hydroxyquinoline + Oxygen + NADH + H+ <=> Quinoline-3,4-diol + NAD+ + H2O",C06343 + C00007 + C00004 + C00080 <=> C06330 + C00003 + C00001,C9H7NO + O2 + C21H29N7O14P2 + H <=> C9H7NO2 + C21H28N7O14P2 + H2O,-376.3,0.0,Not balanced: O,-94.6067,1.28652,0,-441.3284045,-105.480136645927,3.559572128888,0.850758157,3.559568201,0,-492.6976317,-350.005334,,0,0,0,1000,6.800000000000001,3.055627157452303e-72
3188,R05155,"2-methylquinoline-3,4-diol 2,4-dioxygenase (carbon monoxide-forming)",1.13.11.48,All balanced,1,"2-Methylquinoline-3,4-diol + Oxygen <=> N-Acetylanthranilate + CO",C06331 + C00007 <=> C06332 + C00237,C10H9NO2 + O2 <=> C9H9NO3 + CO,-445.6,0.0,All balanced,-112.916,2.13057,0,-367.3873317,-87.8077766002902,7.717040012536,1.844416829,7.717031494,0,-424.4642508,-310.3104126,,0,0,0,1000,70.34912934784622,6.188705064638541e-77
3189,R05156,"2-aminobenzenesulfonate, NADH:oxygen oxidoreductase (2,3-hydroxylating, ammonia-forming)",1.14.12.14,All balanced,1,2-Aminobenzenesulfonate + Oxygen + NADH + H+ <=> 3-Sulfocatechol + Ammonia + NAD+,C06333 + C00007 + C00004 + C00080 <=> C06336 + C00014 + C00003,C6H7NO3S + O2 + C21H29N7O14P2 + H <=> C6H6O5S + NH3 + C21H28N7O14P2,-401.7,0.0,All balanced,-92.1197,1.37304,0,-463.2308343,-110.714948782706,4.155384080104,0.993160631,4.155379494,0,-548.8462129,-377.6154557,,0,0,0,1000,0.9740126155576638,7.3148721839906e-73
3190,R05157,"quinolin-2-ol, NADH:oxygen oxidoreductase (5,6-hydroxylating)",1.14.12.16,All balanced,1,"Quinolin-2-ol + Oxygen + NADH + H+ <=> 2,5,6-Trihydroxy-5,6-dihydroquinoline + NAD+",C06338 + C00007 + C00004 + C00080 <=> C06339 + C00003,C9H7NO + O2 + C21H29N7O14P2 + H <=> C9H9NO3 + C21H28N7O14P2,-320.1,0.0,COPNS balanced. H (1.0),-61.2097,2.78693,0,-351.2287541,-83.9457796024246,6.370544923336,1.522596779,6.37053789,0,-402.5979813,-259.9056836,,0,0,0,1000,0.125,2.807934182726004e-54
3191,R05158,"Quinolin-2-ol,NADH:oxygen oxidoreductase (8-hydroxylating)",1.14.13.61,All balanced,1,"Quinolin-2-ol + Oxygen + NADH + H+ <=> Quinolin-2,8-diol + NAD+ + H2O",C06338 + C00007 + C00004 + C00080 <=> C06342 + C00003 + C00001,C9H7NO + O2 + C21H29N7O14P2 + H <=> C9H7NO2 + C21H28N7O14P2 + H2O,-395.2,0.0,Not balanced: O,-95.8267,1.31456,0,-441.3456687,-105.484262893312,3.559572128888,0.850758157,3.559568201,0,-492.7148958,-350.0225981,,0,0,0,1000,5.614712815451917,5.771933494374485e-73
3192,R05162,S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase,2.1.1.128,All balanced,1,"S-Adenosyl-L-methionine + (R,S)-Norcoclaurine <=> S-Adenosyl-L-homocysteine + (R,S)-Coclaurine",C00019 + C06346 <=> C00021 + C06348,C15H22N6O5S + C16H17NO3 <=> C14H20N6O5S + C17H19NO3,1000000.0,1.0,All balanced,-4.36,2.22091,0,-8.945613376,-2.13805527054426,100000.11048368,23900.60002,100000.0001,1,0.0,0.0,,1,1,-1000,1000,,
3193,R05165,1-Carboxyvinyl carboxyphosphonate phosphorylmutase (decarboxylating),2.7.8.23,All balanced,1,1-Carboxyvinyl carboxyphosphonate <=> 3-(Hydrohydroxyphosphoryl)pyruvate + CO2,C06367 <=> C06368 + C00011,C4H5O7P <=> C3H5O5P + CO2,1000000.0,1.0,All balanced,Not calculated,Not calculated,Involves compounds with unlabeded atoms,43.60729747,10.4224057391148,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.0,0
3194,R05166,lacto-N-tetraose lacto-N-biosylhydrolase,3.2.1.140,All balanced,1,Lacto-N-tetraose + H2O <=> Lacto-N-biose + Lactose,C06371 + C00001 <=> C06372 + C00243,C26H45NO21 + H2O <=> C14H25NO11 + C12H22O11,-14.0,0.0,All balanced,-3.113,0.692797,0,-8.959293948,-2.14132500933569,3.72689327208,0.89074887,3.726889157,0,-71.74390493,13.87147368,,1,1,-1000,1000,26.56471343718957,0.1726919300472129
3195,R05168,N-acetyl-D-galactosamine 6-phosphate amidohydrolase,3.5.1.25,All balanced,1,N-Acetyl-D-galactosamine 6-phosphate + H2O <=> D-Galactosamine 6-phosphate + Acetate,C06376 + C00001 <=> C06377 + C00033,C8H16NO9P + H2O <=> C6H14NO8P + C2H4O2,-3.3,1.0,All balanced,-2.003,0.984391,0,-7.536101719,-1.80117352745131,1.800967512144,0.430441566,1.800965526,0,-70.32071271,15.29466591,,1,1,-1000,1000,18.34555897511697,0.7658249528171596
3196,R05169,Methylenediurea aminohydrolase,3.5.3.21,All balanced,1,Methylenediurea + 2 H2O <=> N-(Hydroxymethyl)urea + CO2 + 2 Ammonia,C06381 + 2 C00001 <=> C06384 + C00011 + 2 C00014,C3H8N4O2 + 2 H2O <=> C2H6N2O2 + CO2 + 2 NH3,20.3,1.0,All balanced,5.194,1.77693,0,-34.85513526,-8.33058645795156,4.718927332984,1.127850701,4.718922124,0,-166.1320491,-23.43975144,,0,0,0,1000,0.292185314281075,0.2255649451021191
3197,R05170,Methylenediurea aminohydrolase,3.5.3.21,All balanced,1,Methylenediurea + H2O <=> N-(Carboxyaminomethyl)urea + Ammonia,C06381 + C00001 <=> C06382 + C00014,C3H8N4O2 + H2O <=> C3H7N3O3 + NH3,-25.6,0.0,All balanced,-4.723,0.88056,0,-32.27228966,-7.71327086247796,4.62639124428,1.105734045,4.626386138,0,-95.05690065,-9.441522031,,0,0,0,1000,0.292185314281075,4.922659716243613e-05
3198,R05171,N-(Carboxyaminomethyl)urea aminohydrolase,3.5.3.21,All balanced,1,N-(Carboxyaminomethyl)urea <=> N-(Aminomethyl)urea + CO2,C06382 <=> C06383 + C00011,C3H7N3O3 <=> C2H7N3O + CO2,29.1,1.0,All balanced,7.45,0.828894,0,-18.66529117,-4.46111658137702,4.607070666144,1.101116316,4.607065578,0,-81.44990216,4.165476458,,1,1,-1000,1000,0.292185314281075,6300.158720645411
3199,R05172,N-(Aminomethyl)urea aminohydrolase,3.5.3.21,All balanced,1,N-(Aminomethyl)urea + H2O <=> N-(Hydroxymethyl)urea + Ammonia,C06383 + C00001 <=> C06384 + C00014,C2H7N3O + H2O <=> C2H6N2O2 + NH3,16.8,1.0,All balanced,2.467,0.744508,0,16.08244558,3.84380098829348,1.597404669736,0.381788879,1.597402908,0,-46.70216541,38.91321321,,1,1,-1000,1000,0.292185314281075,60.79403515120411
